Country,ImportOrExport,Year,Weapons_Type,Units,Value,SmallArmsOnly
Austria,Import,2001,Parts & Accessories,,4708,No
Austria,Import,2001,Small calibre ammunition <= 12.7mm,,145718,Yes
Austria,Import,2001,Parts of small arms,,146715,Yes
Austria,Import,2001,Sporting rifles,236,256646,Yes
Austria,Import,2001,Parts of pistols and revolvers,,2559221,Yes
Austria,Import,2001,Sporting shotguns,1,5471,Yes
Austria,Import,2001,Pistols & Revolvers,234330,43648574,Yes
Belarus,Import,2001,Parts & Accessories,,9682,No
Belgium,Import,2001,Military Weapons,8440,3121347,No
Belgium,Import,2001,Parts of sporting shotguns,,6116875,Yes
Belgium,Import,2001,Parts of small arms,,10867133,Yes
Belgium,Import,2001,Pistols & Revolvers,4104,1136190,Yes
Belgium,Import,2001,Sporting shotguns,875,875028,Yes
Belgium,Import,2001,Parts of pistols and revolvers,,37855,Yes
Belgium,Import,2001,Sporting rifles,17512,5821426,Yes
Belgium,Import,2001,Ammunition; Explosives & Missiles,,12955504,No
Belgium,Import,2001,Small calibre ammunition <= 12.7mm,,230100,Yes
Belgium,Import,2001,Parts & Accessories,,3394742,No
Belgium,Import,2001,Shotgun cartridges,,249888,Yes
Bosnia-Herzegovina,Import,2001,Military Weapons,2880,73994,No
Bosnia-Herzegovina,Import,2001,Parts & Accessories,,7987,No
Brazil,Import,2001,Parts & Accessories,,176959,No
Brazil,Import,2001,Small calibre ammunition <= 12.7mm,,2905396,Yes
Brazil,Import,2001,Sporting rifles,28644,2790878,Yes
Brazil,Import,2001,Parts of pistols and revolvers,,806532,Yes
Brazil,Import,2001,Sporting shotguns,77109,6809660,Yes
Brazil,Import,2001,Pistols & Revolvers,135267,22031565,Yes
Brazil,Import,2001,Parts of small arms,,495357,Yes
Brazil,Import,2001,Parts of sporting shotguns,,106219,Yes
Bulgaria,Import,2001,Military Weapons,187,158236,No
Bulgaria,Import,2001,Ammunition; Explosives & Missiles,,7157,No
Bulgaria,Import,2001,Small calibre ammunition <= 12.7mm,,96202,Yes
Bulgaria,Import,2001,Parts & Accessories,,1216416,No
Bulgaria,Import,2001,Parts of small arms,,93596,Yes
Bulgaria,Import,2001,Pistols & Revolvers,6142,342736,Yes
Bulgaria,Import,2001,Parts of pistols and revolvers,,15258,Yes
Bulgaria,Import,2001,Sporting rifles,905,51295,Yes
Canada,Import,2001,Military Weapons,45306,16111324,No
Canada,Import,2001,Sporting rifles,75704,7581350,Yes
Canada,Import,2001,Parts of pistols and revolvers,,1837442,Yes
Canada,Import,2001,Pistols & Revolvers,23458,5532035,Yes
Canada,Import,2001,Parts of small arms,,1427381,Yes
Canada,Import,2001,Parts of sporting shotguns,,21080,Yes
Canada,Import,2001,Parts & Accessories,,17492714,No
Canada,Import,2001,Shotgun cartridges,,419680,Yes
Canada,Import,2001,Small calibre ammunition <= 12.7mm,,6552442,Yes
Canada,Import,2001,Parts of shotgun cartridges,,26460,Yes
Canada,Import,2001,Ammunition; Explosives & Missiles,,6844080,No
Chile,Import,2001,Ammunition; Explosives & Missiles,,19571,No
Chile,Import,2001,Parts & Accessories,,42561,No
Chile,Import,2001,Parts of pistols and revolvers,,8776,Yes
China (PRC),Import,2001,Parts of shotgun cartridges,,226509,Yes
China (PRC),Import,2001,Parts of pistols and revolvers,,27199,Yes
China (PRC),Import,2001,Sporting rifles,800,2262,Yes
China (PRC),Import,2001,Sporting shotguns,15703,1449222,Yes
China (PRC),Import,2001,Parts & Accessories,,424484,No
China (PRC),Import,2001,Parts of small arms,,694145,Yes
Croatia,Import,2001,Military Weapons,11270,676066,No
Croatia,Import,2001,Parts & Accessories,,10799,No
Croatia,Import,2001,Pistols & Revolvers,3830,593662,Yes
Croatia,Import,2001,Parts of pistols and revolvers,,15284,Yes
Cyprus,Import,2001,Shotgun cartridges,,342115,Yes
Cyprus,Import,2001,Sporting rifles,2,10412,Yes
Cyprus,Import,2001,Sporting shotguns,1,2070,Yes
Czech Republic,Import,2001,Military Weapons,17880,449677,No
Czech Republic,Import,2001,Sporting shotguns,20,7002,Yes
Czech Republic,Import,2001,Pistols & Revolvers,27874,2470299,Yes
Czech Republic,Import,2001,Sporting rifles,14515,1801784,Yes
Czech Republic,Import,2001,Parts of pistols and revolvers,,743318,Yes
Czech Republic,Import,2001,Parts & Accessories,,436748,No
Czech Republic,Import,2001,Parts of small arms,,105147,Yes
Czech Republic,Import,2001,Shotgun cartridges,,1743054,Yes
Czech Republic,Import,2001,Parts of shotgun cartridges,,2316,Yes
Czech Republic,Import,2001,Small calibre ammunition <= 12.7mm,,5479743,Yes
Denmark,Import,2001,Ammunition; Explosives & Missiles,,785839,No
Denmark,Import,2001,Parts & Accessories,,10391,No
Denmark,Import,2001,Pistols & Revolvers,500,148775,Yes
Ecuador,Import,2001,Parts & Accessories,,30868,No
El Salvador,Import,2001,Parts & Accessories,,475828,No
El Salvador,Import,2001,Military Weapons,745,22113,No
Finland,Import,2001,Military Weapons,9230,272535,No
Finland,Import,2001,Parts & Accessories,,28769,No
Finland,Import,2001,Parts of small arms,,117278,Yes
Finland,Import,2001,Sporting rifles,13938,5295119,Yes
Finland,Import,2001,Small calibre ammunition <= 12.7mm,,1292240,Yes
France,Import,2001,Military Weapons,4873,609480,No
France,Import,2001,Ammunition; Explosives & Missiles,,252895,No
France,Import,2001,Small calibre ammunition <= 12.7mm,,2755524,Yes
France,Import,2001,Parts of shotgun cartridges,,207304,Yes
France,Import,2001,Shotgun cartridges,,2460152,Yes
France,Import,2001,Sporting rifles,79,93777,Yes
France,Import,2001,Parts of pistols and revolvers,,7372,Yes
France,Import,2001,Pistols & Revolvers,349,46654,Yes
France,Import,2001,Sporting shotguns,8,22055,Yes
France,Import,2001,Parts of small arms,,11788,Yes
France,Import,2001,Parts & Accessories,,47294,No
France,Import,2001,Parts of sporting shotguns,,790053,Yes
Germany (Federal Republic),Import,2001,Military Weapons,8055,3172445,No
Germany (Federal Republic),Import,2001,Parts of sporting shotguns,,577754,Yes
Germany (Federal Republic),Import,2001,Parts & Accessories,,2453927,No
Germany (Federal Republic),Import,2001,Parts of small arms,,1716037,Yes
Germany (Federal Republic),Import,2001,Sporting shotguns,5462,3421894,Yes
Germany (Federal Republic),Import,2001,Pistols & Revolvers,93418,20437726,Yes
Germany (Federal Republic),Import,2001,Parts of pistols and revolvers,,7741490,Yes
Germany (Federal Republic),Import,2001,Sporting rifles,17514,3283182,Yes
Germany (Federal Republic),Import,2001,Shotgun cartridges,,605456,Yes
Germany (Federal Republic),Import,2001,Parts of shotgun cartridges,,1127563,Yes
Germany (Federal Republic),Import,2001,Small calibre ammunition <= 12.7mm,,2983691,Yes
Germany (Federal Republic),Import,2001,Ammunition; Explosives & Missiles,,36492110,No
Greece,Import,2001,Military Weapons,16,12460,No
Greece,Import,2001,Ammunition; Explosives & Missiles,,11788,No
Greece,Import,2001,Small calibre ammunition <= 12.7mm,,660048,Yes
Greece,Import,2001,Parts & Accessories,,1241366,No
Guatemala,Import,2001,Military Weapons,1508,64178,No
Guatemala,Import,2001,Small calibre ammunition <= 12.7mm,,302498,Yes
Guatemala,Import,2001,Parts & Accessories,,146854,No
Hong Kong,Import,2001,Parts & Accessories,,103054,No
Hong Kong,Import,2001,Parts of small arms,,44569,Yes
Hungary,Import,2001,Military Weapons,8848,138970,No
Hungary,Import,2001,Parts & Accessories,,2002581,No
Hungary,Import,2001,Parts of pistols and revolvers,,35799,Yes
Hungary,Import,2001,Pistols & Revolvers,13328,962797,Yes
Hungary,Import,2001,Sporting shotguns,4,2569,Yes
Hungary,Import,2001,Small calibre ammunition <= 12.7mm,,310817,Yes
Hungary,Import,2001,Parts of shotgun cartridges,,25581,Yes
Hungary,Import,2001,Shotgun cartridges,,621158,Yes
India,Import,2001,Parts of pistols and revolvers,,151321,Yes
India,Import,2001,Parts & Accessories,,5246,No
India,Import,2001,Parts of shotgun cartridges,,4291,Yes
Ireland,Import,2001,Shotgun cartridges,,29364,Yes
Israel,Import,2001,Military Weapons,1435,322404,No
Israel,Import,2001,Small calibre ammunition <= 12.7mm,,1619872,Yes
Israel,Import,2001,Ammunition; Explosives & Missiles,,49082940,No
Israel,Import,2001,Pistols & Revolvers,14634,5030204,Yes
Israel,Import,2001,Parts of pistols and revolvers,,2376195,Yes
Israel,Import,2001,Sporting rifles,2,3219,Yes
Israel,Import,2001,Parts & Accessories,,840743,No
Israel,Import,2001,Parts of small arms,,51267,Yes
Italy,Import,2001,Military Weapons,3651,89359,No
Italy,Import,2001,Ammunition; Explosives & Missiles,,96780,No
Italy,Import,2001,Small calibre ammunition <= 12.7mm,,2737300,Yes
Italy,Import,2001,Parts of shotgun cartridges,,2566581,Yes
Italy,Import,2001,Shotgun cartridges,,4493359,Yes
Italy,Import,2001,Parts of small arms,,7483095,Yes
Italy,Import,2001,Parts & Accessories,,1002618,No
Italy,Import,2001,Parts of sporting shotguns,,1156510,Yes
Italy,Import,2001,Sporting rifles,11754,4452616,Yes
Italy,Import,2001,Parts of pistols and revolvers,,5221191,Yes
Italy,Import,2001,Pistols & Revolvers,58564,10162509,Yes
Italy,Import,2001,Sporting shotguns,228385,94629671,Yes
Japan,Import,2001,Ammunition; Explosives & Missiles,,40794,No
Japan,Import,2001,Parts of shotgun cartridges,,39238,Yes
Japan,Import,2001,Small calibre ammunition <= 12.7mm,,346295,Yes
Japan,Import,2001,Sporting shotguns,5261,3356911,Yes
Japan,Import,2001,Sporting rifles,64107,18244562,Yes
Japan,Import,2001,Parts of sporting shotguns,,8096431,Yes
Japan,Import,2001,Parts & Accessories,,145869,No
Japan,Import,2001,Parts of small arms,,20411404,Yes
Korea; South (ROK),Import,2001,Military Weapons,7,10950,No
Korea; South (ROK),Import,2001,Parts of small arms,,76735,Yes
Korea; South (ROK),Import,2001,Parts & Accessories,,652713,No
Korea; South (ROK),Import,2001,Parts of pistols and revolvers,,896879,Yes
Korea; South (ROK),Import,2001,Pistols & Revolvers,1250,181823,Yes
Korea; South (ROK),Import,2001,Small calibre ammunition <= 12.7mm,,5985826,Yes
Korea; South (ROK),Import,2001,Parts of shotgun cartridges,,6116,Yes
Korea; South (ROK),Import,2001,Ammunition; Explosives & Missiles,,7569,No
Macedonia,Import,2001,Military Weapons,5100,119899,No
Macedonia,Import,2001,Sporting rifles,4000,209310,Yes
Malaysia,Import,2001,Parts & Accessories,,42350,No
Mexico,Import,2001,Parts & Accessories,,4144981,No
Mexico,Import,2001,Parts of sporting shotguns,,3529056,Yes
Mexico,Import,2001,Parts of small arms,,1498381,Yes
Mexico,Import,2001,Ammunition; Explosives & Missiles,,66687,No
Mexico,Import,2001,Parts of shotgun cartridges,,3038,Yes
Mexico,Import,2001,Small calibre ammunition <= 12.7mm,,887399,Yes
Mexico,Import,2001,Shotgun cartridges,,24882,Yes
Morocco,Import,2001,Parts & Accessories,,14788,No
Netherlands,Import,2001,Sporting rifles,1,8968,Yes
Netherlands,Import,2001,Parts of pistols and revolvers,,53268,Yes
Netherlands,Import,2001,Sporting shotguns,15,61985,Yes
Netherlands,Import,2001,Parts of small arms,,94624,Yes
Netherlands,Import,2001,Parts & Accessories,,5984,No
Netherlands,Import,2001,Small calibre ammunition <= 12.7mm,,14917,Yes
Netherlands,Import,2001,Ammunition; Explosives & Missiles,,4674896,No
Netherlands,Import,2001,Military Weapons,1,3570,No
New Zealand,Import,2001,Military Weapons,13,3461,No
New Zealand,Import,2001,Parts & Accessories,,5898,No
New Zealand,Import,2001,Parts of small arms,,8448,Yes
Norway,Import,2001,Pistols & Revolvers,6,3069,Yes
Norway,Import,2001,Parts & Accessories,,503891,No
Norway,Import,2001,Ammunition; Explosives & Missiles,,12567031,No
Norway,Import,2001,Small calibre ammunition <= 12.7mm,,20575,Yes
Pakistan,Import,2001,Parts & Accessories,,111102,No
Peru,Import,2001,Small calibre ammunition <= 12.7mm,,918255,Yes
Peru,Import,2001,Parts of shotgun cartridges,,486195,Yes
Philippines,Import,2001,Military Weapons,160,8422,No
Philippines,Import,2001,Pistols & Revolvers,9570,1752789,Yes
Philippines,Import,2001,Sporting rifles,1305,108395,Yes
Philippines,Import,2001,Parts of small arms,,11097,Yes
Philippines,Import,2001,Parts of pistols and revolvers,,88138,Yes
Philippines,Import,2001,Parts of shotgun cartridges,,4590,Yes
Philippines,Import,2001,Small calibre ammunition <= 12.7mm,,871731,Yes
Poland,Import,2001,Military Weapons,4206,65367,No
Poland,Import,2001,Small calibre ammunition <= 12.7mm,,20824,Yes
Poland,Import,2001,Pistols & Revolvers,3000,162606,Yes
Portugal,Import,2001,Military Weapons,5731,447404,No
Portugal,Import,2001,Pistols & Revolvers,12,3351,Yes
Portugal,Import,2001,Parts of pistols and revolvers,,34223,Yes
Portugal,Import,2001,Sporting shotguns,5,2402,Yes
Portugal,Import,2001,Parts of small arms,,102250,Yes
Portugal,Import,2001,Small calibre ammunition <= 12.7mm,,1313764,Yes
Portugal,Import,2001,Parts & Accessories,,148904,No
Romania,Import,2001,Military Weapons,15181,315417,No
Romania,Import,2001,Parts & Accessories,,313809,No
Romania,Import,2001,Small calibre ammunition <= 12.7mm,,203769,Yes
Romania,Import,2001,Parts of small arms,,82321,Yes
Romania,Import,2001,Sporting shotguns,69,9459,Yes
Romania,Import,2001,Parts of pistols and revolvers,,42193,Yes
Romania,Import,2001,Pistols & Revolvers,1000,71465,Yes
Romania,Import,2001,Sporting rifles,42100,3347495,Yes
Russia / USSR (Former),Import,2001,Pistols & Revolvers,510,107942,Yes
Russia / USSR (Former),Import,2001,Sporting rifles,4309,464497,Yes
Russia / USSR (Former),Import,2001,Sporting shotguns,42568,5947773,Yes
Russia / USSR (Former),Import,2001,Parts of small arms,,142945,Yes
Russia / USSR (Former),Import,2001,Ammunition; Explosives & Missiles,,412833,No
Russia / USSR (Former),Import,2001,Small calibre ammunition <= 12.7mm,,14158859,Yes
Russia / USSR (Former),Import,2001,Parts & Accessories,,6513,No
Russia / USSR (Former),Import,2001,Military Weapons,33533,503593,No
Serbia / Yugoslavia (former) / Serbia & Montenegro (former),Import,2001,Military Weapons,39174,1630835,No
Serbia / Yugoslavia (former) / Serbia & Montenegro (former),Import,2001,Sporting rifles,1584,241288,Yes
Serbia / Yugoslavia (former) / Serbia & Montenegro (former),Import,2001,Parts & Accessories,,109940,No
Singapore,Import,2001,Military Weapons,20,55906,No
Singapore,Import,2001,Small calibre ammunition <= 12.7mm,,41588,Yes
Singapore,Import,2001,Ammunition; Explosives & Missiles,,82966,No
Singapore,Import,2001,Parts of small arms,,19595,Yes
South Africa,Import,2001,Pistols & Revolvers,400,42843,Yes
South Africa,Import,2001,Sporting rifles,14,3100,Yes
South Africa,Import,2001,Parts of small arms,,6027,Yes
South Africa,Import,2001,Small calibre ammunition <= 12.7mm,,6383784,Yes
South Africa,Import,2001,Parts & Accessories,,57580,No
South Africa,Import,2001,Military Weapons,5,31140,No
Spain,Import,2001,Pistols & Revolvers,19543,1787373,Yes
Spain,Import,2001,Sporting rifles,4317,189783,Yes
Spain,Import,2001,Parts of small arms,,286422,Yes
Spain,Import,2001,Parts of sporting shotguns,,95180,Yes
Spain,Import,2001,Sporting shotguns,5733,4011528,Yes
Spain,Import,2001,Ammunition; Explosives & Missiles,,35621,No
Spain,Import,2001,Small calibre ammunition <= 12.7mm,,9720,Yes
Spain,Import,2001,Parts of pistols and revolvers,,272117,Yes
Spain,Import,2001,Parts & Accessories,,6606919,No
Spain,Import,2001,Shotgun cartridges,,239468,Yes
Spain,Import,2001,Military Weapons,30558,880969,No
Spain,Import,2001,Parts of shotgun cartridges,,1066791,Yes
Sweden,Import,2001,Pistols & Revolvers,10004,59055,Yes
Sweden,Import,2001,Sporting rifles,325,26507,Yes
Sweden,Import,2001,Sporting shotguns,385,32588,Yes
Sweden,Import,2001,Parts of small arms,,9850,Yes
Sweden,Import,2001,Ammunition; Explosives & Missiles,,116040,No
Sweden,Import,2001,Small calibre ammunition <= 12.7mm,,3369160,Yes
Sweden,Import,2001,Parts & Accessories,,122672,No
Sweden,Import,2001,Military Weapons,3386,3073345,No
Switzerland,Import,2001,Pistols & Revolvers,1565,551227,Yes
Switzerland,Import,2001,Sporting rifles,14682,858384,Yes
Switzerland,Import,2001,Parts of small arms,,114571,Yes
Switzerland,Import,2001,Sporting shotguns,2,21844,Yes
Switzerland,Import,2001,Ammunition; Explosives & Missiles,,99101,No
Switzerland,Import,2001,Small calibre ammunition <= 12.7mm,,512436,Yes
Switzerland,Import,2001,Parts of pistols and revolvers,,252735,Yes
Switzerland,Import,2001,Parts & Accessories,,41606,No
Switzerland,Import,2001,Shotgun cartridges,,31213,Yes
Switzerland,Import,2001,Military Weapons,1608,486918,No
Taiwan (ROC),Import,2001,Ammunition; Explosives & Missiles,,13461,No
Taiwan (ROC),Import,2001,Parts of shotgun cartridges,,623399,Yes
Taiwan (ROC),Import,2001,Small calibre ammunition <= 12.7mm,,18643,Yes
Taiwan (ROC),Import,2001,Parts of small arms,,349628,Yes
Taiwan (ROC),Import,2001,Parts & Accessories,,2621483,No
Taiwan (ROC),Import,2001,Parts of pistols and revolvers,,480447,Yes
Taiwan (ROC),Import,2001,Sporting shotguns,1200,138000,Yes
Thailand,Import,2001,Parts & Accessories,,10664,No
Tokelau Islands,Import,2001,Parts of small arms,,3540,Yes
Turkey,Import,2001,Parts of small arms,,374267,Yes
Turkey,Import,2001,Sporting shotguns,43706,7171730,Yes
Turkey,Import,2001,Parts & Accessories,,28527,No
Turkey,Import,2001,Small calibre ammunition <= 12.7mm,,508402,Yes
Turkey,Import,2001,Ammunition; Explosives & Missiles,,2224099,No
Turkey,Import,2001,Military Weapons,33667,621623,No
Ukraine,Import,2001,Parts of small arms,,5516,Yes
Ukraine,Import,2001,Pistols & Revolvers,8835,279924,Yes
United Kingdom,Import,2001,Pistols & Revolvers,33,16521,Yes
United Kingdom,Import,2001,Parts of small arms,,402338,Yes
United Kingdom,Import,2001,Sporting shotguns,1405,5805495,Yes
United Kingdom,Import,2001,Sporting rifles,4567,1456796,Yes
United Kingdom,Import,2001,Military Weapons,13811,4545592,No
United Kingdom,Import,2001,Ammunition; Explosives & Missiles,,20226834,No
United Kingdom,Import,2001,Small calibre ammunition <= 12.7mm,,4195710,Yes
United Kingdom,Import,2001,Parts of pistols and revolvers,,154311,Yes
United Kingdom,Import,2001,Parts & Accessories,,2898210,No
United Kingdom,Import,2001,Shotgun cartridges,,2733984,Yes
United Kingdom,Import,2001,Parts of shotgun cartridges,,1050703,Yes
Venezuela,Import,2001,Shotgun cartridges,,478000,Yes
Albania,Import,2002,Military firearms,7000,150507,Yes
Albania,Import,2002,Parts of small arms,,14802,Yes
Albania,Import,2002,Small calibre ammunition <= 12.7mm,,317534,Yes
All Countries,Import,2002,Military firearms,224207,12831259,Yes
All Countries,Import,2002,Light Weapons,884,1975017,No
All Countries,Import,2002,Pistols & Revolvers,971562,151669198,Yes
All Countries,Import,2002,Sporting shotguns,498728,145450764,Yes
All Countries,Import,2002,Sporting rifles,487289,65911980,Yes
All Countries,Import,2002,Parts of Militray Weapons,,41109233,No
