Country,ImportOrExport,Year,Weapons_Type,Units,Value,SmallArmsOnly
Portugal,Import,1999,Military Weapons,1054,220091,No
Portugal,Import,1999,Pistols & Revolvers,500,124488,Yes
Portugal,Import,1999,Sporting rifles,775,264760,Yes
Portugal,Import,1999,Sporting shotguns,26,14771,Yes
Portugal,Import,1999,Small calibre ammunition <= 12.7mm,8932000,861460,Yes
Portugal,Import,1999,Parts & Accessories,,233285,No
Portugal,Import,1999,Parts of small arms,,216348,Yes
Portugal,Import,1999,Parts of sporting shotguns,35,5156,Yes
Romania,Import,1999,Pistols & Revolvers,1000,74951,Yes
Romania,Import,1999,Military Weapons,98133,3739169,No
Romania,Import,1999,Sporting rifles,59549,2725091,Yes
Romania,Import,1999,Parts of pistols and revolvers,,12522,Yes
Romania,Import,1999,Parts of small arms,,180449,Yes
Romania,Import,1999,Parts & Accessories,,292690,No
Russia / USSR (Former),Import,1999,Military Weapons,32119,474506,No
Russia / USSR (Former),Import,1999,Pistols & Revolvers,430,91533,Yes
Russia / USSR (Former),Import,1999,Sporting rifles,6772,1248037,Yes
Russia / USSR (Former),Import,1999,Sporting shotguns,32363,3559889,Yes
Russia / USSR (Former),Import,1999,Parts & Accessories,,4832,No
Russia / USSR (Former),Import,1999,Parts of small arms,,176199,Yes
Russia / USSR (Former),Import,1999,Parts of pistols and revolvers,,3315,Yes
Russia / USSR (Former),Import,1999,Small calibre ammunition <= 12.7mm,418910000,25048679,Yes
Russia / USSR (Former),Import,1999,Shotgun cartridges,6000000,374475,Yes
Russia / USSR (Former),Import,1999,Ammunition; Explosives & Missiles,,10750,No
Saudi Arabia,Import,1999,Parts of pistols and revolvers,,5135,Yes
Singapore,Import,1999,Small calibre ammunition <= 12.7mm,1512000,63188,Yes
Singapore,Import,1999,Military Weapons,12,49322,No
Slovakia,Import,1999,Small calibre ammunition <= 12.7mm,813000,53533,Yes
Slovenia,Import,1999,Small calibre ammunition <= 12.7mm,3771000,254628,Yes
South Africa,Import,1999,Military Weapons,2804,156565,No
South Africa,Import,1999,Pistols & Revolvers,1210,156261,Yes
South Africa,Import,1999,Sporting shotguns,3,5125,Yes
South Africa,Import,1999,Sporting rifles,1390,337165,Yes
South Africa,Import,1999,Small calibre ammunition <= 12.7mm,87791262,7469251,Yes
South Africa,Import,1999,Parts of shotgun cartridges,,12447,Yes
South Africa,Import,1999,Parts of pistols and revolvers,,1932273,Yes
South Africa,Import,1999,Parts of small arms,,107882,Yes
South Africa,Import,1999,Ammunition; Explosives & Missiles,,13199,No
South Africa,Import,1999,Parts & Accessories,,224179,No
Spain,Import,1999,Pistols & Revolvers,20806,2696091,Yes
Spain,Import,1999,Military Weapons,11,9833,No
Spain,Import,1999,Sporting rifles,953,59070,Yes
Spain,Import,1999,Sporting shotguns,5360,3337704,Yes
Spain,Import,1999,Parts of small arms,,93027,Yes
Spain,Import,1999,Parts of pistols and revolvers,,3293495,Yes
Spain,Import,1999,Parts of sporting shotguns,504,7770,Yes
Spain,Import,1999,Parts of shotgun cartridges,,1168342,Yes
Spain,Import,1999,Small calibre ammunition <= 12.7mm,4940000,350335,Yes
Spain,Import,1999,Shotgun cartridges,1186000,63796,Yes
Spain,Import,1999,Parts & Accessories,,1362447,No
Spain,Import,1999,Ammunition; Explosives & Missiles,,261168,No
Sweden,Import,1999,Military Weapons,1783,1887689,No
Sweden,Import,1999,Sporting shotguns,111,21111,Yes
Sweden,Import,1999,Sporting rifles,2,10603,Yes
Sweden,Import,1999,Parts & Accessories,,238345,No
Sweden,Import,1999,Small calibre ammunition <= 12.7mm,43788476,3676915,Yes
Sweden,Import,1999,Parts of pistols and revolvers,,8552,Yes
Sweden,Import,1999,Ammunition; Explosives & Missiles,,6256182,No
Switzerland,Import,1999,Military Weapons,100,37729,No
Switzerland,Import,1999,Pistols & Revolvers,1993,667935,Yes
Switzerland,Import,1999,Sporting rifles,4223,1323197,Yes
Switzerland,Import,1999,Parts of pistols and revolvers,,761586,Yes
Switzerland,Import,1999,Parts of small arms,,282162,Yes
Switzerland,Import,1999,Small calibre ammunition <= 12.7mm,528881,33684,Yes
Switzerland,Import,1999,Parts & Accessories,,505345,No
Switzerland,Import,1999,Ammunition; Explosives & Missiles,,202779,No
Taiwan (ROC),Import,1999,Parts of pistols and revolvers,,305489,Yes
Taiwan (ROC),Import,1999,Sporting shotguns,1200,123598,Yes
Taiwan (ROC),Import,1999,Small calibre ammunition <= 12.7mm,15000,10104,Yes
Taiwan (ROC),Import,1999,Ammunition; Explosives & Missiles,,915562,No
Taiwan (ROC),Import,1999,Parts of shotgun cartridges,,285659,Yes
Taiwan (ROC),Import,1999,Parts & Accessories,,1034928,No
Taiwan (ROC),Import,1999,Parts of small arms,,639274,Yes
Thailand,Import,1999,Parts & Accessories,,16828,No
Tokelau Islands,Import,1999,Military Weapons,4425,102205,No
Turkey,Import,1999,Sporting rifles,1085,28093,Yes
Turkey,Import,1999,Sporting shotguns,16385,1955323,Yes
Turkey,Import,1999,Parts & Accessories,,6222,No
Turkey,Import,1999,Small calibre ammunition <= 12.7mm,8176000,361687,Yes
Turkey,Import,1999,Parts of small arms,,15981,Yes
Turkey,Import,1999,Ammunition; Explosives & Missiles,,2136415,No
Ukraine,Import,1999,Parts of small arms,,3095,Yes
United Kingdom,Import,1999,Pistols & Revolvers,14,16654,Yes
United Kingdom,Import,1999,Sporting shotguns,2932,6124764,Yes
United Kingdom,Import,1999,Military Weapons,655,2970320,No
United Kingdom,Import,1999,Parts of sporting shotguns,561,39600,Yes
United Kingdom,Import,1999,Small calibre ammunition <= 12.7mm,63021433,3504804,Yes
United Kingdom,Import,1999,Parts of shotgun cartridges,,196802,Yes
United Kingdom,Import,1999,Parts & Accessories,,2884208,No
United Kingdom,Import,1999,Parts of small arms,,377917,Yes
United Kingdom,Import,1999,Sporting rifles,1917,1316031,Yes
United Kingdom,Import,1999,Shotgun cartridges,9652000,825437,Yes
United Kingdom,Import,1999,Ammunition; Explosives & Missiles,,33556281,No
Unspecified Country,Import,1999,Parts of pistols and revolvers,,2,Yes
Unspecified Country,Import,1999,Military Weapons,0,1,No
Unspecified Country,Import,1999,Pistols & Revolvers,0,1,Yes
Uruguay,Import,1999,Ammunition; Explosives & Missiles,,62520,No
Venezuela,Import,1999,Shotgun cartridges,2653000,196927,Yes
Venezuela,Import,1999,Parts of shotgun cartridges,,105354,Yes
Zambia,Import,1999,Parts & Accessories,,20750,No
Zimbabwe,Import,1999,Parts & Accessories,,42541,No
All Countries,Import,2000,Military Weapons,269157,31662169,No
All Countries,Import,2000,Pistols & Revolvers,712662,132321122,Yes
All Countries,Import,2000,Sporting shotguns,332704,115253126,Yes
All Countries,Import,2000,Sporting rifles,308645,63618755,Yes
All Countries,Import,2000,Parts of pistols and revolvers,,25507786,Yes
All Countries,Import,2000,Parts of sporting shotguns,,26085501,Yes
All Countries,Import,2000,Parts of small arms,,60548452,Yes
All Countries,Import,2000,Parts & Accessories,,34476714,No
All Countries,Import,2000,Shotgun cartridges,,12276596,Yes
All Countries,Import,2000,Parts of shotgun cartridges,,6737605,Yes
All Countries,Import,2000,Small calibre ammunition <= 12.7mm,,62643273,Yes
All Countries,Import,2000,Ammunition; Explosives & Missiles,,183711372,No
Argentina,Import,2000,Small calibre ammunition <= 12.7mm,,223037,Yes
Argentina,Import,2000,Parts of shotgun cartridges,,580795,Yes
Argentina,Import,2000,Parts & Accessories,,385968,No
Argentina,Import,2000,Parts of small arms,,188042,Yes
Argentina,Import,2000,Parts of pistols and revolvers,,227157,Yes
Argentina,Import,2000,Pistols & Revolvers,32237,2671519,Yes
Argentina,Import,2000,Military Weapons,1080,36785,No
Australia,Import,2000,Sporting shotguns,65,20084,Yes
Australia,Import,2000,Sporting rifles,2,17005,Yes
Australia,Import,2000,Parts of small arms,,5041,Yes
Australia,Import,2000,Parts & Accessories,,221521,No
Australia,Import,2000,Small calibre ammunition <= 12.7mm,,304166,Yes
Australia,Import,2000,Ammunition; Explosives & Missiles,,793792,No
Austria,Import,2000,Ammunition; Explosives & Missiles,,12106,No
Austria,Import,2000,Small calibre ammunition <= 12.7mm,,658882,Yes
Austria,Import,2000,Parts & Accessories,,54500,No
Austria,Import,2000,Parts of small arms,,648765,Yes
Austria,Import,2000,Sporting rifles,9238,3946068,Yes
Austria,Import,2000,Parts of pistols and revolvers,,2209907,Yes
Austria,Import,2000,Sporting shotguns,7,77643,Yes
Austria,Import,2000,Military Weapons,3354,103210,No
Austria,Import,2000,Pistols & Revolvers,245869,48248047,Yes
Belgium,Import,2000,Small calibre ammunition <= 12.7mm,,939913,Yes
Belgium,Import,2000,Ammunition; Explosives & Missiles,,2361810,No
Belgium,Import,2000,Parts & Accessories,,810054,No
Belgium,Import,2000,Pistols & Revolvers,2004,654778,Yes
Belgium,Import,2000,Military Weapons,317,479833,No
Belgium,Import,2000,Sporting shotguns,519,1049412,Yes
Belgium,Import,2000,Parts of pistols and revolvers,,43131,Yes
Belgium,Import,2000,Sporting rifles,22067,6743220,Yes
Belgium,Import,2000,Parts of small arms,,15435686,Yes
Belgium,Import,2000,Parts of sporting shotguns,,8610485,Yes
Bermuda,Import,2000,Small calibre ammunition <= 12.7mm,,5504,Yes
Bosnia-Herzegovina,Import,2000,Small calibre ammunition <= 12.7mm,,203512,Yes
Botswana,Import,2000,Small calibre ammunition <= 12.7mm,,47809,Yes
Botswana,Import,2000,Military Weapons,955,14944,No
Brazil,Import,2000,Military Weapons,620,19096,No
Brazil,Import,2000,Pistols & Revolvers,160548,25062027,Yes
Brazil,Import,2000,Sporting shotguns,55605,5635798,Yes
Brazil,Import,2000,Parts of small arms,,2126950,Yes
Brazil,Import,2000,Sporting rifles,31486,3233732,Yes
Brazil,Import,2000,Parts of pistols and revolvers,,667356,Yes
Brazil,Import,2000,Small calibre ammunition <= 12.7mm,,4410906,Yes
Brazil,Import,2000,Parts & Accessories,,141066,No
Brazil,Import,2000,Shotgun cartridges,,3115,Yes
Bulgaria,Import,2000,Parts & Accessories,,1049349,No
Bulgaria,Import,2000,Parts of pistols and revolvers,,12641,Yes
Bulgaria,Import,2000,Sporting rifles,300,40702,Yes
Bulgaria,Import,2000,Parts of small arms,,273181,Yes
Bulgaria,Import,2000,Parts of sporting shotguns,,135814,Yes
Bulgaria,Import,2000,Pistols & Revolvers,6429,305930,Yes
Bulgaria,Import,2000,Military Weapons,4295,226695,No
Canada,Import,2000,Small calibre ammunition <= 12.7mm,,4065936,Yes
Canada,Import,2000,Ammunition; Explosives & Missiles,,4640298,No
Canada,Import,2000,Parts & Accessories,,7619882,No
Canada,Import,2000,Shotgun cartridges,,488463,Yes
Canada,Import,2000,Parts of shotgun cartridges,,435464,Yes
Canada,Import,2000,Military Weapons,34208,11444665,No
Canada,Import,2000,Pistols & Revolvers,15151,6214492,Yes
Canada,Import,2000,Sporting shotguns,3,12711,Yes
Canada,Import,2000,Parts of sporting shotguns,,2669,Yes
Canada,Import,2000,Parts of small arms,,1482955,Yes
Canada,Import,2000,Sporting rifles,87250,7833148,Yes
Canada,Import,2000,Parts of pistols and revolvers,,1799976,Yes
Chile,Import,2000,Military Weapons,3,26020,No
China (PRC),Import,2000,Sporting shotguns,9320,834203,Yes
China (PRC),Import,2000,Parts of small arms,,797849,Yes
China (PRC),Import,2000,Small calibre ammunition <= 12.7mm,,2925,Yes
China (PRC),Import,2000,Parts of shotgun cartridges,,85191,Yes
China (PRC),Import,2000,Parts & Accessories,,1444241,No
Croatia,Import,2000,Parts & Accessories,,26548,No
Croatia,Import,2000,Military Weapons,6390,226154,No
Croatia,Import,2000,Pistols & Revolvers,5500,974961,Yes
Cyprus,Import,2000,Shotgun cartridges,,41200,Yes
Czech Republic,Import,2000,Shotgun cartridges,,2351523,Yes
Czech Republic,Import,2000,Parts & Accessories,,591087,No
Czech Republic,Import,2000,Small calibre ammunition <= 12.7mm,,5172436,Yes
Czech Republic,Import,2000,Pistols & Revolvers,19006,2233655,Yes
Czech Republic,Import,2000,Military Weapons,2854,281674,No
Czech Republic,Import,2000,Sporting shotguns,115,43971,Yes
Czech Republic,Import,2000,Parts of small arms,,96234,Yes
Czech Republic,Import,2000,Parts of pistols and revolvers,,759085,Yes
Czech Republic,Import,2000,Sporting rifles,19425,2783339,Yes
Denmark,Import,2000,Ammunition; Explosives & Missiles,,415845,No
Denmark,Import,2000,Parts & Accessories,,108288,No
Denmark,Import,2000,Sporting rifles,5,2827,Yes
Denmark,Import,2000,Parts of small arms,,4225,Yes
Denmark,Import,2000,Sporting shotguns,9,2255,Yes
Dominica,Import,2000,Parts of small arms,,2006,Yes
Ecuador,Import,2000,Ammunition; Explosives & Missiles,,41053,No
Finland,Import,2000,Small calibre ammunition <= 12.7mm,,783417,Yes
Finland,Import,2000,Parts & Accessories,,3297,No
Finland,Import,2000,Parts of small arms,,194632,Yes
Finland,Import,2000,Sporting rifles,18954,5495822,Yes
Finland,Import,2000,Parts of pistols and revolvers,,6710,Yes
France,Import,2000,Small calibre ammunition <= 12.7mm,,2691486,Yes
France,Import,2000,Ammunition; Explosives & Missiles,,816969,No
France,Import,2000,Parts & Accessories,,39598,No
France,Import,2000,Parts of shotgun cartridges,,317161,Yes
France,Import,2000,Parts of pistols and revolvers,,8769,Yes
France,Import,2000,Sporting rifles,396,265830,Yes
France,Import,2000,Parts of small arms,,85149,Yes
France,Import,2000,Parts of sporting shotguns,,826288,Yes
France,Import,2000,Sporting shotguns,98,83805,Yes
France,Import,2000,Pistols & Revolvers,1738,266348,Yes
Germany (Federal Republic),Import,2000,Ammunition; Explosives & Missiles,,40873157,No
Germany (Federal Republic),Import,2000,Small calibre ammunition <= 12.7mm,,3572662,Yes
Germany (Federal Republic),Import,2000,Parts of shotgun cartridges,,879355,Yes
Germany (Federal Republic),Import,2000,Shotgun cartridges,,1449532,Yes
Germany (Federal Republic),Import,2000,Parts & Accessories,,2927004,No
Germany (Federal Republic),Import,2000,Pistols & Revolvers,114876,26070099,Yes
Germany (Federal Republic),Import,2000,Military Weapons,30938,2737658,No
Germany (Federal Republic),Import,2000,Sporting shotguns,5976,5169994,Yes
Germany (Federal Republic),Import,2000,Parts of sporting shotguns,,689818,Yes
Germany (Federal Republic),Import,2000,Parts of small arms,,2372542,Yes
Germany (Federal Republic),Import,2000,Sporting rifles,7655,5917659,Yes
Germany (Federal Republic),Import,2000,Parts of pistols and revolvers,,8968374,Yes
Greece,Import,2000,Small calibre ammunition <= 12.7mm,,159966,Yes
Greece,Import,2000,Ammunition; Explosives & Missiles,,5499624,No
Greece,Import,2000,Sporting shotguns,600,216359,Yes
Greece,Import,2000,Military Weapons,24,22785,No
Guatemala,Import,2000,Small calibre ammunition <= 12.7mm,,3441,Yes
Hong Kong,Import,2000,Parts & Accessories,,104111,No
Hong Kong,Import,2000,Parts of small arms,,13104,Yes
Hungary,Import,2000,Parts of pistols and revolvers,,26476,Yes
Hungary,Import,2000,Sporting rifles,3100,159663,Yes
Hungary,Import,2000,Military Weapons,9982,283092,No
Hungary,Import,2000,Pistols & Revolvers,12200,926685,Yes
Hungary,Import,2000,Parts & Accessories,,1539510,No
Hungary,Import,2000,Shotgun cartridges,,880444,Yes
Hungary,Import,2000,Parts of shotgun cartridges,,229783,Yes
Hungary,Import,2000,Small calibre ammunition <= 12.7mm,,391764,Yes
India,Import,2000,Sporting shotguns,5,7206,Yes
India,Import,2000,Parts of pistols and revolvers,,56451,Yes
India,Import,2000,Parts of shotgun cartridges,,54360,Yes
India,Import,2000,Parts & Accessories,,6684,No
India,Import,2000,Parts of small arms,,12044,Yes
India,Import,2000,Small calibre ammunition <= 12.7mm,,6862,Yes
Ireland,Import,2000,Ammunition; Explosives & Missiles,,236983,No
Israel,Import,2000,Ammunition; Explosives & Missiles,,38745295,No
Israel,Import,2000,Small calibre ammunition <= 12.7mm,,2882423,Yes
Israel,Import,2000,Parts & Accessories,,2169669,No
Israel,Import,2000,Parts of sporting shotguns,,18992,Yes
Israel,Import,2000,Parts of small arms,,424623,Yes
Israel,Import,2000,Sporting rifles,125,17869,Yes
Israel,Import,2000,Parts of pistols and revolvers,,1801766,Yes
Israel,Import,2000,Sporting shotguns,23,2590,Yes
Israel,Import,2000,Pistols & Revolvers,22373,6123875,Yes
Israel,Import,2000,Military Weapons,1138,504362,No
Italy,Import,2000,Small calibre ammunition <= 12.7mm,,1149755,Yes
Italy,Import,2000,Ammunition; Explosives & Missiles,,134120,No
Italy,Import,2000,Parts & Accessories,,916970,No
Italy,Import,2000,Shotgun cartridges,,5734549,Yes
Italy,Import,2000,Parts of shotgun cartridges,,2094246,Yes
Italy,Import,2000,Military Weapons,2399,1982301,No
Italy,Import,2000,Pistols & Revolvers,41325,7287084,Yes
Italy,Import,2000,Sporting shotguns,171536,77104617,Yes
Italy,Import,2000,Parts of pistols and revolvers,,6414747,Yes
Italy,Import,2000,Sporting rifles,10911,3669012,Yes
Italy,Import,2000,Parts of small arms,,6265201,Yes
Italy,Import,2000,Parts of sporting shotguns,,1309593,Yes
Japan,Import,2000,Ammunition; Explosives & Missiles,,42324,No
Japan,Import,2000,Small calibre ammunition <= 12.7mm,,867408,Yes
Japan,Import,2000,Parts of shotgun cartridges,,51390,Yes
Japan,Import,2000,Parts & Accessories,,236495,No
Japan,Import,2000,Parts of sporting shotguns,,9947123,Yes
Japan,Import,2000,Parts of small arms,,24393092,Yes
Japan,Import,2000,Sporting rifles,57163,18132640,Yes
Japan,Import,2000,Parts of pistols and revolvers,,11219,Yes
Japan,Import,2000,Sporting shotguns,7070,3811204,Yes
Jordan,Import,2000,Military Weapons,1,36353,No
Jordan,Import,2000,Parts & Accessories,,108051,No
Korea; South (ROK),Import,2000,Parts & Accessories,,174312,No
Korea; South (ROK),Import,2000,Parts of shotgun cartridges,,18452,Yes
Korea; South (ROK),Import,2000,Small calibre ammunition <= 12.7mm,,8834081,Yes
Korea; South (ROK),Import,2000,Parts of pistols and revolvers,,700057,Yes
Korea; South (ROK),Import,2000,Parts of small arms,,159835,Yes
Macedonia,Import,2000,Sporting rifles,470,28784,Yes
Macedonia,Import,2000,Parts & Accessories,,218500,No
Macedonia,Import,2000,Military Weapons,24960,987803,No
Mexico,Import,2000,Pistols & Revolvers,100,2877,Yes
Mexico,Import,2000,Parts of small arms,,2377766,Yes
Mexico,Import,2000,Parts of sporting shotguns,,4483247,Yes
Mexico,Import,2000,Parts of pistols and revolvers,,3175,Yes
Mexico,Import,2000,Shotgun cartridges,,15900,Yes
Mexico,Import,2000,Parts & Accessories,,1478792,No
Mexico,Import,2000,Small calibre ammunition <= 12.7mm,,1726059,Yes
Mexico,Import,2000,Ammunition; Explosives & Missiles,,112611,No
Netherlands,Import,2000,Military Weapons,4,4154,No
Netherlands,Import,2000,Parts of pistols and revolvers,,30531,Yes
Netherlands,Import,2000,Ammunition; Explosives & Missiles,,8052281,No
Netherlands,Import,2000,Parts & Accessories,,217990,No
Netherlands,Import,2000,Parts of shotgun cartridges,,3677,Yes
Netherlands,Import,2000,Small calibre ammunition <= 12.7mm,,203630,Yes
New Zealand,Import,2000,Parts & Accessories,,16288,No
New Zealand,Import,2000,Parts of small arms,,12473,Yes
New Zealand,Import,2000,Sporting shotguns,2,8181,Yes
Norway,Import,2000,Military Weapons,212,318396,No
Norway,Import,2000,Parts of pistols and revolvers,,4544,Yes
Norway,Import,2000,Ammunition; Explosives & Missiles,,9246597,No
Norway,Import,2000,Parts & Accessories,,61958,No
Norway,Import,2000,Small calibre ammunition <= 12.7mm,,55206,Yes
Pakistan,Import,2000,Parts & Accessories,,173339,No
Pakistan,Import,2000,Parts of small arms,,21540,Yes
Pakistan,Import,2000,Sporting shotguns,6,10823,Yes
Panama,Import,2000,Small calibre ammunition <= 12.7mm,,29880,Yes
Peru,Import,2000,Small calibre ammunition <= 12.7mm,,393103,Yes
Peru,Import,2000,Parts of shotgun cartridges,,247323,Yes
Philippines,Import,2000,Small calibre ammunition <= 12.7mm,,2194797,Yes
Philippines,Import,2000,Parts of shotgun cartridges,,9803,Yes
Philippines,Import,2000,Parts of small arms,,19365,Yes
Philippines,Import,2000,Parts & Accessories,,124800,No
Philippines,Import,2000,Sporting shotguns,282,25875,Yes
Philippines,Import,2000,Pistols & Revolvers,11310,2016266,Yes
Philippines,Import,2000,Parts of pistols and revolvers,,125482,Yes
Philippines,Import,2000,Sporting rifles,1356,95356,Yes
Poland,Import,2000,Parts & Accessories,,239861,No
Poland,Import,2000,Military Weapons,3874,112764,No
Portugal,Import,2000,Small calibre ammunition <= 12.7mm,,57695,Yes
Portugal,Import,2000,Parts & Accessories,,324626,No
Portugal,Import,2000,Parts of small arms,,250419,Yes
Portugal,Import,2000,Sporting shotguns,15,8656,Yes
Portugal,Import,2000,Parts of sporting shotguns,,47847,Yes
Romania,Import,2000,Ammunition; Explosives & Missiles,,2814,No
Romania,Import,2000,Parts of small arms,,286913,Yes
Romania,Import,2000,Parts & Accessories,,508497,No
Romania,Import,2000,Parts of pistols and revolvers,,8409,Yes
Romania,Import,2000,Sporting rifles,21060,2316024,Yes
Romania,Import,2000,Military Weapons,21127,1280932,No
Romania,Import,2000,Pistols & Revolvers,2000,163408,Yes
Russia / USSR (Former),Import,2000,Sporting shotguns,39683,5088718,Yes
Russia / USSR (Former),Import,2000,Pistols & Revolvers,1150,214439,Yes
Russia / USSR (Former),Import,2000,Military Weapons,26452,529049,No
Russia / USSR (Former),Import,2000,Sporting rifles,9603,421332,Yes
Russia / USSR (Former),Import,2000,Parts & Accessories,,146905,No
Russia / USSR (Former),Import,2000,Parts of small arms,,127544,Yes
Russia / USSR (Former),Import,2000,Shotgun cartridges,,7573,Yes
Russia / USSR (Former),Import,2000,Small calibre ammunition <= 12.7mm,,9328259,Yes
Saudi Arabia,Import,2000,Ammunition; Explosives & Missiles,,34072,No
Singapore,Import,2000,Parts & Accessories,,8116,No
Singapore,Import,2000,Parts of small arms,,3283,Yes
Singapore,Import,2000,Military Weapons,28,46311,No
South Africa,Import,2000,Military Weapons,12,65526,No
South Africa,Import,2000,Pistols & Revolvers,790,122244,Yes
South Africa,Import,2000,Sporting rifles,36,47206,Yes
South Africa,Import,2000,Parts of pistols and revolvers,,105732,Yes
South Africa,Import,2000,Ammunition; Explosives & Missiles,,42877,No
South Africa,Import,2000,Parts & Accessories,,117878,No
South Africa,Import,2000,Small calibre ammunition <= 12.7mm,,4757606,Yes
Spain,Import,2000,Sporting shotguns,6382,3545940,Yes
Spain,Import,2000,Pistols & Revolvers,11935,1362521,Yes
Spain,Import,2000,Military Weapons,6978,745294,No
Spain,Import,2000,Parts of pistols and revolvers,,745728,Yes
Spain,Import,2000,Parts of sporting shotguns,,13625,Yes
Spain,Import,2000,Sporting rifles,2,21240,Yes
Spain,Import,2000,Ammunition; Explosives & Missiles,,176543,No
Spain,Import,2000,Parts & Accessories,,6459998,No
Spain,Import,2000,Shotgun cartridges,,58379,Yes
Spain,Import,2000,Parts of shotgun cartridges,,662984,Yes
Spain,Import,2000,Parts of small arms,,608089,Yes
Spain,Import,2000,Small calibre ammunition <= 12.7mm,,893523,Yes
Sweden,Import,2000,Sporting shotguns,511,75502,Yes
Sweden,Import,2000,Military Weapons,723,3497696,No
Sweden,Import,2000,Sporting rifles,694,45012,Yes
Sweden,Import,2000,Ammunition; Explosives & Missiles,,2345733,No
Sweden,Import,2000,Parts of small arms,,8807,Yes
Sweden,Import,2000,Parts & Accessories,,563754,No
Sweden,Import,2000,Small calibre ammunition <= 12.7mm,,2590787,Yes
Switzerland,Import,2000,Sporting shotguns,2,4218,Yes
Switzerland,Import,2000,Military Weapons,275,189579,No
Switzerland,Import,2000,Pistols & Revolvers,6118,1394691,Yes
Switzerland,Import,2000,Sporting rifles,2178,659904,Yes
Switzerland,Import,2000,Parts of pistols and revolvers,,502711,Yes
Switzerland,Import,2000,Ammunition; Explosives & Missiles,,279918,No
Switzerland,Import,2000,Parts & Accessories,,80968,No
Switzerland,Import,2000,Shotgun cartridges,,22089,Yes
Switzerland,Import,2000,Parts of small arms,,149834,Yes
Switzerland,Import,2000,Small calibre ammunition <= 12.7mm,,51864,Yes
Taiwan (ROC),Import,2000,Small calibre ammunition <= 12.7mm,,319194,Yes
Taiwan (ROC),Import,2000,Parts & Accessories,,1030632,No
Taiwan (ROC),Import,2000,Parts of shotgun cartridges,,786135,Yes
Taiwan (ROC),Import,2000,Parts of small arms,,699518,Yes
Taiwan (ROC),Import,2000,Parts of pistols and revolvers,,260780,Yes
Thailand,Import,2000,Parts & Accessories,,11785,No
Tokelau Islands,Import,2000,Ammunition; Explosives & Missiles,,3343,No
Tokelau Islands,Import,2000,Sporting shotguns,23,11686,Yes
Turkey,Import,2000,Sporting shotguns,30308,4237718,Yes
Turkey,Import,2000,Military Weapons,70281,1120566,No
Turkey,Import,2000,Ammunition; Explosives & Missiles,,1051758,No
Turkey,Import,2000,Parts & Accessories,,19942,No
Turkey,Import,2000,Parts of small arms,,15179,Yes
Turkey,Import,2000,Small calibre ammunition <= 12.7mm,,201628,Yes
Ukraine,Import,2000,Military Weapons,400,31842,No
United Kingdom,Import,2000,Sporting shotguns,4539,8163957,Yes
United Kingdom,Import,2000,Military Weapons,15273,4306630,No
United Kingdom,Import,2000,Pistols & Revolvers,3,5176,Yes
United Kingdom,Import,2000,Parts of pistols and revolvers,,6872,Yes
United Kingdom,Import,2000,Ammunition; Explosives & Missiles,,67749449,No
United Kingdom,Import,2000,Parts of small arms,,986566,Yes
United Kingdom,Import,2000,Shotgun cartridges,,1019649,Yes
United Kingdom,Import,2000,Parts of shotgun cartridges,,281486,Yes
United Kingdom,Import,2000,Parts & Accessories,,1993880,No
United Kingdom,Import,2000,Sporting rifles,5169,1725361,Yes
United Kingdom,Import,2000,Small calibre ammunition <= 12.7mm,,2461751,Yes
Venezuela,Import,2000,Shotgun cartridges,,204180,Yes
Albania,Import,2001,Small calibre ammunition <= 12.7mm,,233798,Yes
All Countries,Import,2001,Military Weapons,312018,38193372,No
All Countries,Import,2001,Ammunition; Explosives & Missiles,,148797290,No
All Countries,Import,2001,Parts of shotgun cartridges,,8551572,Yes
All Countries,Import,2001,Parts & Accessories,,50483041,No
All Countries,Import,2001,Shotgun cartridges,,15661409,Yes
All Countries,Import,2001,Pistols & Revolvers,712005,121250865,Yes
All Countries,Import,2001,Sporting shotguns,428339,133839609,Yes
All Countries,Import,2001,Sporting rifles,322919,56619595,Yes
All Countries,Import,2001,Parts of pistols and revolvers,,23961753,Yes
All Countries,Import,2001,Parts of small arms,,47426416,Yes
All Countries,Import,2001,Parts of sporting shotguns,,20489158,Yes
All Countries,Import,2001,Small calibre ammunition <= 12.7mm,,69261886,Yes
Argentina,Import,2001,Ammunition; Explosives & Missiles,,15480,No
Argentina,Import,2001,Parts & Accessories,,109124,No
Argentina,Import,2001,Parts of shotgun cartridges,,1054513,Yes
Argentina,Import,2001,Small calibre ammunition <= 12.7mm,,208735,Yes
Argentina,Import,2001,Parts of small arms,,113541,Yes
Argentina,Import,2001,Parts of pistols and revolvers,,103189,Yes
Argentina,Import,2001,Sporting shotguns,355,12402,Yes
Argentina,Import,2001,Pistols & Revolvers,40479,3687151,Yes
Australia,Import,2001,Military Weapons,32,38190,No
Australia,Import,2001,Ammunition; Explosives & Missiles,,1665214,No
Australia,Import,2001,Small calibre ammunition <= 12.7mm,,966105,Yes
Australia,Import,2001,Parts of shotgun cartridges,,30384,Yes
Australia,Import,2001,Parts & Accessories,,172175,No
Australia,Import,2001,Shotgun cartridges,,1189636,Yes
Australia,Import,2001,Sporting shotguns,67,42850,Yes
Australia,Import,2001,Sporting rifles,3,16544,Yes
Australia,Import,2001,Parts of small arms,,59408,Yes
Austria,Import,2001,Military Weapons,1501,56183,No
