country,importOrExport,year,weapons_Type,units,value,smallArmsOnly
Japan,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,10046057,No
Japan,Export,2012,Parts & accessories of Military Weapons (930591),,76920355,No
Japan,Export,2012,Shotgun Cartridges (930621),,1147445,Yes
Japan,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,1445714,No
Japan,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,4400,No
Japan,Export,2012,Missiles and missile launchers,60,,No
Japan,Export,2012,Missiles and missile launchers,60,,No
Jordan,Export,2012,Sporting & Hunting Rifles (930330),572,132417,Yes
Jordan,Export,2012,Sporting & Hunting Shotguns (930320),1205,252377,Yes
Jordan,Export,2012,Grenade launchers; Flame Throwers & other (930120),36,3018720,No
Jordan,Export,2012,Parts & accessories of shotguns or rifles (930529),,76662,Yes
Jordan,Export,2012,Pistols & Revolvers (930200),286,189683,Yes
Jordan,Export,2012,Military Rifles; Machineguns; & other (930190),4023,11150992,Yes
Jordan,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,76719623,No
Jordan,Export,2012,Small Arms Ammunition (930630),,6312252,Yes
Jordan,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,1462305,No
Jordan,Export,2012,Shotgun Cartridges (930621),,160651,Yes
Jordan,Export,2012,Parts & accessories of Military Weapons (930591),,126614,No
Jordan,Export,2012,Parts & accessories of revolvers or pistols (930510),,179123,Yes
Jordan,Export,2012,Cap blasting 500 Ft,5070,33142,No
Jordan,Export,2012,Cap blasting 70 Ft,10864,28783,No
Jordan,Export,2012,Dynamite M1,35000,4900,No
Kazakhstan,Export,2012,Pistols & Revolvers (930200),133,90972,Yes
Kazakhstan,Export,2012,Parts & accessories of shotguns or rifles (930529),,118770,Yes
Kazakhstan,Export,2012,Sporting & Hunting Shotguns (930320),28,8488,Yes
Kazakhstan,Export,2012,Sporting & Hunting Rifles (930330),228,71260,Yes
Kazakhstan,Export,2012,Parts & accessories of revolvers or pistols (930510),,21228,Yes
Kazakhstan,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,25385,No
Kazakhstan,Export,2012,Small Arms Ammunition (930630),,206974,Yes
Kazakhstan,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,2879,Yes
Kenya,Export,2012,Sporting & Hunting Rifles (930330),3,5385,Yes
Kenya,Export,2012,Sporting & Hunting Shotguns (930320),36,14220,Yes
Kenya,Export,2012,Pistols & Revolvers (930200),44,21559,Yes
Kenya,Export,2012,Pistols & Revolvers (930200),38,17479,Yes
Kenya,Export,2012,Military Rifles; Machineguns; & other (930190),350,2556000,Yes
Kenya,Export,2012,Small Arms Ammunition (930630),,185415,Yes
Kenya,Export,2012,Parts & accessories of revolvers or pistols (930510),,12000,Yes
Kenya,Export,2012,Parts & accessories of Military Weapons (930591),,92839,No
Korea; South (ROK),Export,2012,Cannon; Mortars; & others (930119),306,789087,No
Korea; South (ROK),Export,2012,Military Rifles; Machineguns; & other (930190),4500,5050141,Yes
Korea; South (ROK),Export,2012,Military Rifles; Machineguns; & other (930190),21,20897,Yes
Korea; South (ROK),Export,2012,Pistols & Revolvers (930200),144,119246,Yes
Korea; South (ROK),Export,2012,Parts & accessories of shotguns or rifles (930529),,81085,Yes
Korea; South (ROK),Export,2012,Grenade launchers; Flame Throwers & other (930120),49,18002813,No
Korea; South (ROK),Export,2012,Sporting & Hunting Shotguns (930320),861,157353,Yes
Korea; South (ROK),Export,2012,Sporting & Hunting Shotguns (930320),29,21340,Yes
Korea; South (ROK),Export,2012,Sporting & Hunting Rifles (930330),123,50568,Yes
Korea; South (ROK),Export,2012,Parts & accessories of Military Weapons (930591),,18441652,No
Korea; South (ROK),Export,2012,Parts & accessories of Military Weapons (930591),,16759,No
Korea; South (ROK),Export,2012,Parts & accessories of revolvers or pistols (930510),,234812,Yes
Korea; South (ROK),Export,2012,Parts & accessories of revolvers or pistols (930510),,102779,Yes
Korea; South (ROK),Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,3866059,No
Korea; South (ROK),Export,2012,Shotgun Cartridges (930621),,515168,Yes
Korea; South (ROK),Export,2012,Small Arms Ammunition (930630),,4156566,Yes
Korea; South (ROK),Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,342023,Yes
Korea; South (ROK),Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,4971,Yes
Korea; South (ROK),Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,156503827,No
Korea; South (ROK),Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,142843,No
Korea; South (ROK),Export,2012,Guided missile launcher,4,,No
Kuwait,Export,2012,Cannon; Mortars; & others (930119),71,11728129,No
Kuwait,Export,2012,Sporting & Hunting Rifles (930330),103,41782,Yes
Kuwait,Export,2012,Sporting & Hunting Shotguns (930320),302,352155,Yes
Kuwait,Export,2012,Sporting & Hunting Shotguns (930320),112,173947,Yes
Kuwait,Export,2012,Parts & accessories of shotguns or rifles (930529),,89181,Yes
Kuwait,Export,2012,Parts & accessories of shotguns or rifles (930529),,36813,Yes
Kuwait,Export,2012,Pistols & Revolvers (930200),15,14235,Yes
Kuwait,Export,2012,Military Rifles; Machineguns; & other (930190),220,27892,Yes
Kuwait,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,108271407,No
Kuwait,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,365900,Yes
Kuwait,Export,2012,Small Arms Ammunition (930630),,626085,Yes
Kuwait,Export,2012,Shotgun Cartridges (930621),,125530,Yes
Kuwait,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,41414,No
Kuwait,Export,2012,Parts & accessories of revolvers or pistols (930510),,14755,Yes
Kuwait,Export,2012,Parts & accessories of Military Weapons (930591),,2116413,No
Kuwait,Export,2012,Parts & accessories of Military Weapons (930591),,166413,No
Kyrgyzstan,Export,2012,Parts & accessories of shotguns or rifles (930529),,6146,Yes
Kyrgyzstan,Export,2012,Sporting & Hunting Rifles (930330),16,8207,Yes
Latvia,Export,2012,Sporting & Hunting Rifles (930330),1432,559340,Yes
Latvia,Export,2012,Sporting & Hunting Rifles (930330),161,62006,Yes
Latvia,Export,2012,Sporting & Hunting Shotguns (930320),466,200321,Yes
Latvia,Export,2012,Parts & accessories of shotguns or rifles (930529),,55670,Yes
Latvia,Export,2012,Parts & accessories of shotguns or rifles (930529),,3377,Yes
Latvia,Export,2012,Small Arms Ammunition (930630),,248630,Yes
Latvia,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,2998,Yes
Latvia,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,22365,No
Latvia,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,19787,No
Latvia,Export,2012,M252 81mm mortar,10,,Yes
Lebanon,Export,2012,Parts & accessories of shotguns or rifles (930529),,27846,Yes
Lebanon,Export,2012,Military Rifles; Machineguns; & other (930190),4065,3861750,Yes
Lebanon,Export,2012,Pistols & Revolvers (930200),169,74360,Yes
Lebanon,Export,2012,Sporting & Hunting Shotguns (930320),3116,819634,Yes
Lebanon,Export,2012,Sporting & Hunting Shotguns (930320),31,26529,Yes
Lebanon,Export,2012,Parts & accessories of Military Weapons (930591),,6339,No
Lebanon,Export,2012,Parts & accessories of revolvers or pistols (930510),,6507,Yes
Lebanon,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,6522,Yes
Lebanon,Export,2012,Small Arms Ammunition (930630),,7607394,Yes
Libya,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,17107,No
Libya,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,17107,No
Lithuania,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,6000,No
Lithuania,Export,2012,Shotgun Cartridges (930621),,36728,Yes
Lithuania,Export,2012,Small Arms Ammunition (930630),,68434,Yes
Luxembourg,Export,2012,Sporting & Hunting Rifles (930330),127,89961,Yes
Luxembourg,Export,2012,Sporting & Hunting Rifles (930330),81,30297,Yes
Luxembourg,Export,2012,Pistols & Revolvers (930200),11,6446,Yes
Luxembourg,Export,2012,Pistols & Revolvers (930200),6,3150,Yes
Luxembourg,Export,2012,Military Rifles; Machineguns; & other (930190),1332,49484,Yes
Luxembourg,Export,2012,Parts & accessories of shotguns or rifles (930529),,36150,Yes
Luxembourg,Export,2012,Grenade launchers; Flame Throwers & other (930120),38,50095,No
Luxembourg,Export,2012,Small Arms Ammunition (930630),,207905,Yes
Luxembourg,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,12844020,No
Luxembourg,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,3593,Yes
Luxembourg,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,614599,No
Luxembourg,Export,2012,Parts & accessories of revolvers or pistols (930510),,17075,Yes
Luxembourg,Export,2012,Parts & accessories of Military Weapons (930591),,219356,No
Macedonia,Export,2012,Military Rifles; Machineguns; & other (930190),18,68940,Yes
Madagascar,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,3108,No
Malaysia,Export,2012,Cannon; Mortars; & others (930119),31,6041249,No
Malaysia,Export,2012,Sporting & Hunting Rifles (930330),10,4200,Yes
Malaysia,Export,2012,Sporting & Hunting Shotguns (930320),194,32610,Yes
Malaysia,Export,2012,Sporting & Hunting Shotguns (930320),46,10070,Yes
Malaysia,Export,2012,Grenade launchers; Flame Throwers & other (930120),26,125825,No
Malaysia,Export,2012,Parts & accessories of shotguns or rifles (930529),,3948,Yes
Malaysia,Export,2012,Military Rifles; Machineguns; & other (930190),36142,43770214,Yes
Malaysia,Export,2012,Pistols & Revolvers (930200),473,185679,Yes
Malaysia,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,1833234,No
Malaysia,Export,2012,Small Arms Ammunition (930630),,337804,Yes
Malaysia,Export,2012,Parts & accessories of Military Weapons (930591),,1428419,No
Malaysia,Export,2012,Parts & accessories of revolvers or pistols (930510),,11714,Yes
Malaysia,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,263672,No
Malaysia,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,148494,No
Malaysia,Export,2012,Shotgun Cartridges (930621),,6741,Yes
Maldive Islands,Export,2012,Military Rifles; Machineguns; & other (930190),12,14599,Yes
Malta,Export,2012,Pistols & Revolvers (930200),44,21336,Yes
Malta,Export,2012,Sporting & Hunting Shotguns (930320),131,54492,Yes
Malta,Export,2012,Sporting & Hunting Rifles (930330),421,60908,Yes
Malta,Export,2012,Small Arms Ammunition (930630),,2625,Yes
Marshall Islands,Export,2012,Parts & accessories of Military Weapons (930591),,16251,No
Mauritania,Export,2012,Grenade launchers; Flame Throwers & other (930120),12,16062,No
Mauritania,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,177013,No
Mauritius,Export,2012,Sporting & Hunting Rifles (930330),25,18695,Yes
Mauritius,Export,2012,Sporting & Hunting Shotguns (930320),12,3607,Yes
Mauritius,Export,2012,Small Arms Ammunition (930630),,7888,Yes
Mauritius,Export,2012,Shotgun Cartridges (930621),,11845,Yes
Mexico,Export,2012,Cannon; Mortars; & others (930119),1,7764,No
Mexico,Export,2012,Cannon; Mortars; & others (930119),1,7764,No
Mexico,Export,2012,Sporting & Hunting Shotguns (930320),4561,1797628,Yes
Mexico,Export,2012,Sporting & Hunting Shotguns (930320),897,820685,Yes
Mexico,Export,2012,Sporting & Hunting Rifles (930330),2001,1444582,Yes
Mexico,Export,2012,Sporting & Hunting Rifles (930330),216,99681,Yes
Mexico,Export,2012,Grenade launchers; Flame Throwers & other (930120),283,873150,No
Mexico,Export,2012,Parts & accessories of shotguns or rifles (930529),,8988222,Yes
Mexico,Export,2012,Parts & accessories of shotguns or rifles (930529),,196111,Yes
Mexico,Export,2012,Pistols & Revolvers (930200),1589,1073034,Yes
Mexico,Export,2012,Military Rifles; Machineguns; & other (930190),11725,10876694,Yes
Mexico,Export,2012,Shotgun Cartridges (930621),,224782,Yes
Mexico,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,5059004,No
Mexico,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,295159,No
Mexico,Export,2012,Parts & accessories of Military Weapons (930591),,3038203,No
Mexico,Export,2012,Parts & accessories of revolvers or pistols (930510),,575596,Yes
Mexico,Export,2012,Parts & accessories of revolvers or pistols (930510),,18843,Yes
Mexico,Export,2012,Small Arms Ammunition (930630),,7812606,Yes
Mexico,Export,2012,Small Arms Ammunition (930630),,679378,Yes
Mexico,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,249529,No
Mexico,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,90759,Yes
Mexico,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,8576,Yes
Mongolia,Export,2012,Parts & accessories of shotguns or rifles (930529),,6000,Yes
Mongolia,Export,2012,Small Arms Ammunition (930630),,14855,Yes
Mongolia,Export,2012,Sporting & Hunting Rifles (930330),206,30010,Yes
Morocco,Export,2012,Cannon; Mortars; & others (930119),13,88814,No
Morocco,Export,2012,Military Rifles; Machineguns; & other (930190),96,52800,Yes
Morocco,Export,2012,Small Arms Ammunition (930630),,165924,Yes
Morocco,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,2946867,No
Morocco,Export,2012,Dummy Cartridge 20mm,2800,4032,No
Morocco,Export,2012,Cartridge 105MM AP-DS-T,1264,220580,No
Mozambique,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,67953,No
Mozambique,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,9471,No
Namibia,Export,2012,Pistols & Revolvers (930200),172,48290,Yes
Namibia,Export,2012,Parts & accessories of shotguns or rifles (930529),,8098,Yes
Namibia,Export,2012,Sporting & Hunting Rifles (930330),626,204617,Yes
Namibia,Export,2012,Sporting & Hunting Shotguns (930320),233,46019,Yes
Namibia,Export,2012,Shotgun Cartridges (930621),,4867,Yes
Namibia,Export,2012,Parts & accessories of revolvers or pistols (930510),,4204,Yes
Namibia,Export,2012,Small Arms Ammunition (930630),,349015,Yes
Netherlands,Export,2012,Sporting & Hunting Shotguns (930320),4,12258,Yes
Netherlands,Export,2012,Sporting & Hunting Rifles (930330),400,91508,Yes
Netherlands,Export,2012,Pistols & Revolvers (930200),24,8370,Yes
Netherlands,Export,2012,Military Rifles; Machineguns; & other (930190),45,18368,Yes
Netherlands,Export,2012,Small Arms Ammunition (930630),,1872732,Yes
Netherlands,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,5520813,No
Netherlands,Export,2012,Parts & accessories of revolvers or pistols (930510),,68977,Yes
Netherlands,Export,2012,Parts & accessories of revolvers or pistols (930510),,29700,Yes
Netherlands,Export,2012,Shotgun Cartridges (930621),,22066,Yes
Netherlands,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,292276,No
Netherlands,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,90768,No
Netherlands,Export,2012,Parts & accessories of Military Weapons (930591),,2189755,No
New Caledonia,Export,2012,Parts & accessories of shotguns or rifles (930529),,33664,Yes
New Caledonia,Export,2012,Parts & accessories of shotguns or rifles (930529),,24819,Yes
New Caledonia,Export,2012,Sporting & Hunting Rifles (930330),4196,1255079,Yes
New Caledonia,Export,2012,Sporting & Hunting Rifles (930330),1143,280352,Yes
New Caledonia,Export,2012,Sporting & Hunting Shotguns (930320),893,185782,Yes
New Caledonia,Export,2012,Sporting & Hunting Shotguns (930320),243,69998,Yes
New Caledonia,Export,2012,Pistols & Revolvers (930200),85,47714,Yes
New Caledonia,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,6478,No
New Caledonia,Export,2012,Shotgun Cartridges (930621),,48787,Yes
New Caledonia,Export,2012,Small Arms Ammunition (930630),,466903,Yes
New Zealand,Export,2012,Pistols & Revolvers (930200),290,120887,Yes
New Zealand,Export,2012,Pistols & Revolvers (930200),25,15625,Yes
New Zealand,Export,2012,Sporting & Hunting Shotguns (930320),1754,581992,Yes
New Zealand,Export,2012,Sporting & Hunting Shotguns (930320),208,110664,Yes
New Zealand,Export,2012,Sporting & Hunting Rifles (930330),9077,3012258,Yes
New Zealand,Export,2012,Sporting & Hunting Rifles (930330),356,112046,Yes
New Zealand,Export,2012,Parts & accessories of shotguns or rifles (930529),,503090,Yes
New Zealand,Export,2012,Parts & accessories of shotguns or rifles (930529),,53741,Yes
New Zealand,Export,2012,Military Rifles; Machineguns; & other (930190),442,313871,Yes
New Zealand,Export,2012,Military Rifles; Machineguns; & other (930190),14,12360,Yes
New Zealand,Export,2012,Small Arms Ammunition (930630),,3121152,Yes
New Zealand,Export,2012,Small Arms Ammunition (930630),,72523,Yes
New Zealand,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,9469,Yes
New Zealand,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,3462892,No
New Zealand,Export,2012,Shotgun Cartridges (930621),,466632,Yes
New Zealand,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,68168,No
New Zealand,Export,2012,Parts & accessories of Military Weapons (930591),,437435,No
New Zealand,Export,2012,Parts & accessories of Military Weapons (930591),,4000,No
New Zealand,Export,2012,Parts & accessories of revolvers or pistols (930510),,71059,Yes
Nicaragua,Export,2012,Sporting & Hunting Rifles (930330),1431,218260,Yes
Nicaragua,Export,2012,Sporting & Hunting Rifles (930330),305,38845,Yes
Nicaragua,Export,2012,Sporting & Hunting Shotguns (930320),1705,299166,Yes
Nicaragua,Export,2012,Pistols & Revolvers (930200),1886,438997,Yes
Nicaragua,Export,2012,Pistols & Revolvers (930200),464,71205,Yes
Nicaragua,Export,2012,Parts & accessories of revolvers or pistols (930510),,6862,Yes
Nicaragua,Export,2012,Shotgun Cartridges (930621),,71423,Yes
Nicaragua,Export,2012,Small Arms Ammunition (930630),,476989,Yes
Nigeria,Export,2012,Parts & accessories of Military Weapons (930591),,15000,No
Nigeria,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,222487,No
Nigeria,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,79361,No
Norway,Export,2012,Cannon; Mortars; & others (930119),1,616616,No
Norway,Export,2012,Pistols & Revolvers (930200),576,299462,Yes
Norway,Export,2012,Pistols & Revolvers (930200),6,6019,Yes
Norway,Export,2012,Sporting & Hunting Shotguns (930320),1041,340328,Yes
Norway,Export,2012,Sporting & Hunting Shotguns (930320),510,135130,Yes
Norway,Export,2012,Sporting & Hunting Rifles (930330),7729,1502326,Yes
Norway,Export,2012,Sporting & Hunting Rifles (930330),1089,462200,Yes
Norway,Export,2012,Parts & accessories of shotguns or rifles (930529),,350613,Yes
Norway,Export,2012,Parts & accessories of shotguns or rifles (930529),,124406,Yes
Norway,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,369961,No
Norway,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,76190,No
Norway,Export,2012,Parts & accessories of Military Weapons (930591),,11330816,No
Norway,Export,2012,Parts & accessories of Military Weapons (930591),,240779,No
Norway,Export,2012,Shotgun Cartridges (930621),,127366,Yes
Norway,Export,2012,Parts & accessories of revolvers or pistols (930510),,54354,Yes
Norway,Export,2012,Small Arms Ammunition (930630),,2348162,Yes
Norway,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,785366,Yes
Norway,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,14187151,No
Oman,Export,2012,Grenade launchers; Flame Throwers & other (930120),300,212400,No
Oman,Export,2012,Military Rifles; Machineguns; & other (930190),180,159639,Yes
Oman,Export,2012,Parts & accessories of shotguns or rifles (930529),,70265,Yes
Oman,Export,2012,Sporting & Hunting Shotguns (930320),4,5771,Yes
Oman,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,32209,No
Oman,Export,2012,Parts & accessories of Military Weapons (930591),,164097,No
Oman,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,7430,Yes
Oman,Export,2012,Sporting & Hunting Rifles (930330),591,129607,Yes
Oman,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,123722,No
Oman,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,98630,No
Pakistan,Export,2012,Sporting & Hunting Rifles (930330),1255,146820,Yes
Pakistan,Export,2012,Sporting & Hunting Shotguns (930320),661,236252,Yes
Pakistan,Export,2012,Pistols & Revolvers (930200),631,301564,Yes
Pakistan,Export,2012,Military Rifles; Machineguns; & other (930190),20,23300,Yes
Pakistan,Export,2012,Grenade launchers; Flame Throwers & other (930120),5,7405,No
Pakistan,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,831977,No
Pakistan,Export,2012,Small Arms Ammunition (930630),,14644,Yes
Pakistan,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,185749,No
Pakistan,Export,2012,Parts & accessories of Military Weapons (930591),,35461,No
Panama,Export,2012,Grenade launchers; Flame Throwers & other (930120),12,146842,No
Panama,Export,2012,Military Rifles; Machineguns; & other (930190),1322,1735194,Yes
Panama,Export,2012,Pistols & Revolvers (930200),12,9400,Yes
Panama,Export,2012,Sporting & Hunting Shotguns (930320),30,15801,Yes
Panama,Export,2012,Sporting & Hunting Rifles (930330),3722,123844,Yes
Panama,Export,2012,Parts & accessories of revolvers or pistols (930510),,4095,Yes
Panama,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,42618,No
Panama,Export,2012,Shotgun Cartridges (930621),,38380,Yes
Panama,Export,2012,Small Arms Ammunition (930630),,919579,Yes
Panama,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,73225,Yes
Panama,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,1329463,No
Papua New Guinea,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,809422,No
Papua New Guinea,Export,2012,Small Arms Ammunition (930630),,33026,Yes
Papua New Guinea,Export,2012,Shotgun Cartridges (930621),,21900,Yes
Papua New Guinea,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,76380,No
Papua New Guinea,Export,2012,Grenade launchers; Flame Throwers & other (930120),12,8280,No
Paraguay,Export,2012,Grenade launchers; Flame Throwers & other (930120),71,106500,No
Paraguay,Export,2012,Parts & accessories of shotguns or rifles (930529),,7894,Yes
Paraguay,Export,2012,Military Rifles; Machineguns; & other (930190),1221,1624325,Yes
Paraguay,Export,2012,Military Rifles; Machineguns; & other (930190),12,14450,Yes
Paraguay,Export,2012,Sporting & Hunting Rifles (930330),2765,405603,Yes
Paraguay,Export,2012,Sporting & Hunting Shotguns (930320),1218,254771,Yes
Paraguay,Export,2012,Sporting & Hunting Shotguns (930320),174,59661,Yes
Paraguay,Export,2012,Pistols & Revolvers (930200),1127,559540,Yes
Paraguay,Export,2012,Pistols & Revolvers (930200),587,320547,Yes
Paraguay,Export,2012,Parts & accessories of Military Weapons (930591),,101048,No
Paraguay,Export,2012,Small Arms Ammunition (930630),,239227,Yes
Peru,Export,2012,Cannon; Mortars; & others (930119),1,2790,No
Peru,Export,2012,Pistols & Revolvers (930200),2003,578782,Yes
Peru,Export,2012,Sporting & Hunting Shotguns (930320),660,104410,Yes
Peru,Export,2012,Sporting & Hunting Rifles (930330),661,132305,Yes
Peru,Export,2012,Military Rifles; Machineguns; & other (930190),58,147021,Yes
Peru,Export,2012,Grenade launchers; Flame Throwers & other (930120),24,95880,No
Peru,Export,2012,Small Arms Ammunition (930630),,1842556,Yes
Peru,Export,2012,Small Arms Ammunition (930630),,24000,Yes
Peru,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,14400,Yes
Peru,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,51060,No
Peru,Export,2012,Parts & accessories of Military Weapons (930591),,4000,No
Peru,Export,2012,Parts & accessories of revolvers or pistols (930510),,48029,Yes
Peru,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,128285,No
Peru,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,11901,No
Peru,Export,2012,Shotgun Cartridges (930621),,104084,Yes
Philippines,Export,2012,Parts & accessories of shotguns or rifles (930529),,267445,Yes
Philippines,Export,2012,Military Rifles; Machineguns; & other (930190),4080,827933,Yes
Philippines,Export,2012,Sporting & Hunting Rifles (930330),1233,260852,Yes
Philippines,Export,2012,Sporting & Hunting Shotguns (930320),287,69731,Yes
Philippines,Export,2012,Sporting & Hunting Shotguns (930320),20,12744,Yes
Philippines,Export,2012,Pistols & Revolvers (930200),20746,6362473,Yes
Philippines,Export,2012,Pistols & Revolvers (930200),1099,391058,Yes
Philippines,Export,2012,Shotgun Cartridges (930621),,14742,Yes
Philippines,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,137326,No
Philippines,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,20053,No
Philippines,Export,2012,Parts & accessories of revolvers or pistols (930510),,1371463,Yes
Philippines,Export,2012,Parts & accessories of revolvers or pistols (930510),,20980,Yes
Philippines,Export,2012,Parts & accessories of Military Weapons (930591),,2395500,No
Philippines,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,945100,No
Philippines,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,3646,Yes
Philippines,Export,2012,Small Arms Ammunition (930630),,10875632,Yes
Poland,Export,2012,Cannon; Mortars; & others (930119),45,6676875,No
Poland,Export,2012,Pistols & Revolvers (930200),9,2740,Yes
Poland,Export,2012,Sporting & Hunting Shotguns (930320),162,45287,Yes
Poland,Export,2012,Sporting & Hunting Rifles (930330),435,205606,Yes
Poland,Export,2012,Sporting & Hunting Rifles (930330),36,16232,Yes
Poland,Export,2012,Military Rifles; Machineguns; & other (930190),196,1711443,Yes
Poland,Export,2012,Parts & accessories of shotguns or rifles (930529),,23427,Yes
Poland,Export,2012,Parts & accessories of shotguns or rifles (930529),,6141,Yes
Poland,Export,2012,Small Arms Ammunition (930630),,494683,Yes
Poland,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,125061,Yes
Poland,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,2926267,No
Poland,Export,2012,Parts & accessories of Military Weapons (930591),,2048989,No
Poland,Export,2012,Parts & accessories of revolvers or pistols (930510),,9300,Yes
Poland,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,11219,No
Portugal,Export,2012,Parts & accessories of shotguns or rifles (930529),,434985,Yes
Portugal,Export,2012,Parts & accessories of shotguns or rifles (930529),,81701,Yes
Portugal,Export,2012,Military Rifles; Machineguns; & other (930190),10,3000,Yes
Portugal,Export,2012,Sporting & Hunting Rifles (930330),365,166279,Yes
Portugal,Export,2012,Pistols & Revolvers (930200),278,82399,Yes
Portugal,Export,2012,Bombs; Grenades; Ammunition; Mines; & Others (930690),,244223,No
Portugal,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,13688,Yes
Portugal,Export,2012,Small Arms Ammunition (930630),,365213,Yes
Portugal,Export,2012,Shotgun Cartridges (930621),,126469,Yes
Portugal,Export,2012,Parts & accessories of revolvers or pistols (930510),,212621,Yes
Qatar,Export,2012,Sporting & Hunting Rifles (930330),242,44575,Yes
Qatar,Export,2012,Military Rifles; Machineguns; & other (930190),1526,1343499,Yes
Qatar,Export,2012,Parts & accessories of Military Weapons (930591),,516792,No
Qatar,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,58801,No
Qatar,Export,2012,Parts & accessories for Small Arms & Light Weapons (930599),,17765,No
Qatar,Export,2012,Small Arms Ammunition (930630),,79490,Yes
Qatar,Export,2012,Air gun pellets; lead shot; parts of shotgun cartridges (930629),,51493,Yes
